RequirementId	Title	OriginalScope	MvpFinalClassification	ControlServerImpact	OnboardHmiImpact	SharedProtocolImpact	FullProductCluster	ClusterBasis	Batch	Batch0FormNote	PreviousBatch	ChangeProposal
REQ-0253	统一异常处置权限随两个管理员角色授予。 ExceptionRecoveryPermission 不再按 R-…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C10 人员认证与账号	票 05 复核：批次 0 判定只在「单机、单共享密钥、身份由客户端自报」形态下成立	DEFERRED	角色由客户端自报，实际门禁是共享密钥，「随两个管理员角色授予」退化为「随密钥授予」。控制服务端 src/ 中 SystemAdministrator／MaintenanceAdministrator／AdministratorAccount／PasswordHash／LoginSession 全部零命中，28 张持久化表既无账号表也无管理员操作审计表；唯一的管理员身份是消息 payload 里的 administratorRole 字符串（OnboardRecoveryCoordinator.cs:251 只校验它属两值枚举），唯一的认证是 RecoveryProofAccepted（同文件 :1006）对环境变量 CONTROL_SERVER_RECOVERY_AUTHENTICATION_PROOF 的定时安全比较，全场共用一个密钥、不识别人、也不区分那两个角色。车载端 Login／Password／Account／工号 同样零命中，operatorId 来自环境变量（Configuration.cs:278），AdministratorRole 硬编码为 MAINTENANCE_ADMINISTRATOR（WireToGateBusinessService.cs:89）。	DEFERRED	
REQ-0254	票据 62 的专门权限并入管理员角色。 系统事实不足时的“充不上现场确认”、人工清桩确认和充电桩恢复确认均可…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C6 账号权限与密码治理	来源票据 71-decide-human-login-maintenance-and-high-risk-permission-boundary.md)；票 05 定案：部分实施——协议 v1 的 administratorRole 两值枚举已冻结、服务端 OnboardRecoveryCoordinator.cs:251 已在校验，身份由客户端自报那一半随 FP-C10 延后。票 04 担心的「不得单独砍」因此不会发生：它本来就在，不需要砍	DEFERRED		DEFERRED	
REQ-0255	所有管理员操作形成不可改写审计。 每次查看或变更记录个人账号、当时角色与登录会话、时间、终端及来源地址、操作…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C10 人员认证与账号	票 05 复核：批次 0 判定只在「单机、单共享密钥、身份由客户端自报」形态下成立	DEFERRED	无管理员操作审计表；ExceptionRecoverySessionRow 记了 AdministratorId／AdministratorRole／Reason，但那是自报值，且不覆盖本条要求的「每次查看或变更」。控制服务端 src/ 中 SystemAdministrator／MaintenanceAdministrator／AdministratorAccount／PasswordHash／LoginSession 全部零命中，28 张持久化表既无账号表也无管理员操作审计表；唯一的管理员身份是消息 payload 里的 administratorRole 字符串（OnboardRecoveryCoordinator.cs:251 只校验它属两值枚举），唯一的认证是 RecoveryProofAccepted（同文件 :1006）对环境变量 CONTROL_SERVER_RECOVERY_AUTHENTICATION_PROOF 的定时安全比较，全场共用一个密钥、不识别人、也不区分那两个角色。车载端 Login／Password／Account／工号 同样零命中，operatorId 来自环境变量（Configuration.cs:278），AdministratorRole 硬编码为 MAINTENANCE_ADMINISTRATOR（WireToGateBusinessService.cs:89）。	DEFERRED	
REQ-0256	系统管理员可以立即撤权。 创建账号、调整角色和停用账号只属于系统管理员；停用账号或降低角色后，该账号的活动登…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	首期延后	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C6 账号权限与密码治理	来源票据 71-decide-human-login-maintenance-and-high-risk-permission-boundary.md)；票 05 定案：随 FP-C10 一并延后	DEFERRED		DEFERRED	
REQ-0257	单仓与整车采用两层模板。 SlotTemplate 是可供多个仓位共同引用的受控业务规格，只定义长、宽、高和…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	票 05 复核：批次 0 判定只在「车载持有并声明自身仓位配置」形态下成立，是 FP-C7 三条治理规则的地基	BATCH-3	"两层模板（SlotTemplate／整车模型）在服务端零实现，车侧只有一个硬编码版本字符串，「受控模板」形态不存在。服务端 src/ 中 SlotTemplate／SlotPosition／SlotModel／IoMapping／SlotConfiguration／ActiveSlotConfiguration／SlotConfigurationVerification／VehicleConfigurationMaintenance 全部零命中；能力在车载端（SlotConfiguration 10 处、ActiveSlotConfiguration 7 处、IoMapping 6 处），源头是 Configuration.cs:270-272 两个硬编码本地默认值 SlotModelVersion=""eight-slot-v1"" 与 ActiveSlotConfigurationVersion=""eight-slot-modbus-v1""，由 WireToGateSessionClient.cs:402-403 自报给服务端，服务端只记字符串、不裁决。"	BATCH-3	
REQ-0258	服务端是唯一权威维护入口。 ControlServer 保存并发布 SlotTemplate、Vehicle…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	票 05 复核：批次 0 判定只在「车载持有并声明自身仓位配置」形态下成立，是 FP-C7 三条治理规则的地基	BATCH-3	"本条推翻不变量 I7「车载持有并声明自身仓位配置，服务端只记录不裁决」，是重构类。「服务端是唯一权威维护入口」与现状方向相反：现状是车自报、服务端记录。服务端 src/ 中 SlotTemplate／SlotPosition／SlotModel／IoMapping／SlotConfiguration／ActiveSlotConfiguration／SlotConfigurationVerification／VehicleConfigurationMaintenance 全部零命中；能力在车载端（SlotConfiguration 10 处、ActiveSlotConfiguration 7 处、IoMapping 6 处），源头是 Configuration.cs:270-272 两个硬编码本地默认值 SlotModelVersion=""eight-slot-v1"" 与 ActiveSlotConfigurationVersion=""eight-slot-modbus-v1""，由 WireToGateSessionClient.cs:402-403 自报给服务端，服务端只记字符串、不裁决。"	BATCH-3	
REQ-0259	新 AGV 可以先登记，但不能带着缺口投运。 不要求接入当天完成 IO 录入；然而已发布模型中的全部仓位必须…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	票 05 复核：批次 0 判定只在「车载持有并声明自身仓位配置」形态下成立，是 FP-C7 三条治理规则的地基	BATCH-3	"车辆登记与投运缺口检查在服务端零实现；当前只有一台车的两个标量白名单写在 appsettings.json 里。服务端 src/ 中 SlotTemplate／SlotPosition／SlotModel／IoMapping／SlotConfiguration／ActiveSlotConfiguration／SlotConfigurationVerification／VehicleConfigurationMaintenance 全部零命中；能力在车载端（SlotConfiguration 10 处、ActiveSlotConfiguration 7 处、IoMapping 6 处），源头是 Configuration.cs:270-272 两个硬编码本地默认值 SlotModelVersion=""eight-slot-v1"" 与 ActiveSlotConfigurationVersion=""eight-slot-modbus-v1""，由 WireToGateSessionClient.cs:402-403 自报给服务端，服务端只记字符串、不裁决。"	BATCH-3	
REQ-0260	模板资料变更与硬件配置变更分开治理。 只修改 SlotTemplate 长、宽、高或花篮兼容性的 SlotM…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	首期延后	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	来源票据 72-decide-slot-io-mapping-activation-and-maintenance-policy.md)；票 05 定案：本期实施，走受控预置配置 + 版本化审计，不做 UI；冻结点是仓位分配时刻的 SlotAssignmentTemplateSnapshot	BATCH-3		BATCH-3	
REQ-0261	只有硬件相关变更进入整车维护。 仓位集合、物理编号、SlotPosition、IO 点位、信号极性、传感器或…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	首期延后	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	来源票据 72-decide-slot-io-mapping-activation-and-maintenance-policy.md)；票 05 定案：本期实施。本条是安全条款而非治理偏好——当前形态下改一颗 IO 点位只改车上的本地配置、服务端毫不知情、车照常接单	BATCH-3		BATCH-3	
REQ-0262	维护和测试依赖服务端在线。 服务端必须在线核验进入门禁并持久化整车配置维护态；车载端不能在断线时自行进入。维…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	票 05 复核：批次 0 判定只在「车载持有并声明自身仓位配置」形态下成立，是 FP-C7 三条治理规则的地基	BATCH-3	"「服务端在线核验进入门禁并持久化整车配置维护态」——VehicleConfigurationMaintenance 在两端均零命中，维护态不存在。服务端 src/ 中 SlotTemplate／SlotPosition／SlotModel／IoMapping／SlotConfiguration／ActiveSlotConfiguration／SlotConfigurationVerification／VehicleConfigurationMaintenance 全部零命中；能力在车载端（SlotConfiguration 10 处、ActiveSlotConfiguration 7 处、IoMapping 6 处），源头是 Configuration.cs:270-272 两个硬编码本地默认值 SlotModelVersion=""eight-slot-v1"" 与 ActiveSlotConfigurationVersion=""eight-slot-modbus-v1""，由 WireToGateSessionClient.cs:402-403 自报给服务端，服务端只记字符串、不裁决。"	BATCH-3	
REQ-0263	任何硬件相关变化都重新核验整车。 SlotConfigurationVerification 必须逐仓确认开…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	票 05 复核：批次 0 判定只在「车载持有并声明自身仓位配置」形态下成立，是 FP-C7 三条治理规则的地基	BATCH-3	"SlotConfigurationVerification 在服务端零命中，整车重新核验无实现。服务端 src/ 中 SlotTemplate／SlotPosition／SlotModel／IoMapping／SlotConfiguration／ActiveSlotConfiguration／SlotConfigurationVerification／VehicleConfigurationMaintenance 全部零命中；能力在车载端（SlotConfiguration 10 处、ActiveSlotConfiguration 7 处、IoMapping 6 处），源头是 Configuration.cs:270-272 两个硬编码本地默认值 SlotModelVersion=""eight-slot-v1"" 与 ActiveSlotConfigurationVersion=""eight-slot-modbus-v1""，由 WireToGateSessionClient.cs:402-403 自报给服务端，服务端只记字符串、不裁决。"	BATCH-3	
REQ-0264	整车配置只能原子激活。 ActiveSlotConfiguration 由一个已发布 SlotModelVe…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	票 05 复核：批次 0 判定只在「车载持有并声明自身仓位配置」形态下成立，是 FP-C7 三条治理规则的地基	BATCH-3	"「整车配置只能原子激活」——服务端无配置对象可激活，协议 54 条消息中也没有任何配置激活消息。服务端 src/ 中 SlotTemplate／SlotPosition／SlotModel／IoMapping／SlotConfiguration／ActiveSlotConfiguration／SlotConfigurationVerification／VehicleConfigurationMaintenance 全部零命中；能力在车载端（SlotConfiguration 10 处、ActiveSlotConfiguration 7 处、IoMapping 6 处），源头是 Configuration.cs:270-272 两个硬编码本地默认值 SlotModelVersion=""eight-slot-v1"" 与 ActiveSlotConfigurationVersion=""eight-slot-modbus-v1""，由 WireToGateSessionClient.cs:402-403 自报给服务端，服务端只记字符串、不裁决。"	BATCH-3	
REQ-0265	一次激活动作包含重新投运意图。 系统管理员点击激活时无需再进行第二次人工审批；车载端原子激活后，服务端只有在…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C7 配置生效治理与回滚	票 05 复核：批次 0 判定只在「车载持有并声明自身仓位配置」形态下成立，是 FP-C7 三条治理规则的地基	BATCH-3	"「一次激活动作包含重新投运意图」建立在本条之前的激活能力上，激活能力不存在。服务端 src/ 中 SlotTemplate／SlotPosition／SlotModel／IoMapping／SlotConfiguration／ActiveSlotConfiguration／SlotConfigurationVerification／VehicleConfigurationMaintenance 全部零命中；能力在车载端（SlotConfiguration 10 处、ActiveSlotConfiguration 7 处、IoMapping 6 处），源头是 Configuration.cs:270-272 两个硬编码本地默认值 SlotModelVersion=""eight-slot-v1"" 与 ActiveSlotConfigurationVersion=""eight-slot-modbus-v1""，由 WireToGateSessionClient.cs:402-403 自报给服务端，服务端只记字符串、不裁决。"	BATCH-3	
